service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
25393424,0,0,0,0,0,0,0,20190522,20201231
25391499,0,0,0,0,0,1,0,20190727,20190831
25391501,0,0,0,0,0,1,0,20190727,20190831
25391503,0,0,0,0,0,1,0,20190727,20190831
25391505,0,0,0,0,0,1,0,20190727,20190831
25391507,0,0,0,0,0,1,0,20190727,20190831
25391509,0,0,0,0,0,1,0,20190727,20190831
25391511,0,0,0,0,0,1,0,20190727,20190831
25391513,0,0,0,0,0,1,0,20190727,20190831
25391515,0,0,0,0,0,1,0,20190727,20190831
25391517,0,0,0,0,0,1,0,20190727,20190831
25391519,0,0,0,0,0,1,0,20190727,20190831
25391521,0,0,0,0,0,1,0,20190727,20190831
25392125,0,0,0,0,0,0,1,20190728,20190811
25392130,0,0,0,0,0,0,1,20190728,20190811
25392135,0,0,0,0,0,0,1,20190728,20190811
25392140,0,0,0,0,0,0,1,20190728,20190811
25392145,0,0,0,0,0,0,1,20190728,20190811
25392150,0,0,0,0,0,0,1,20190728,20190811
25392155,0,0,0,0,0,0,1,20190728,20190811
25392160,0,0,0,0,0,0,1,20190728,20190811
25392165,0,0,0,0,0,0,1,20190728,20190811
25392170,0,0,0,0,0,0,1,20190728,20190811
25392175,0,0,0,0,0,0,1,20190728,20190811
25392180,0,0,0,0,0,0,1,20190728,20190811
25393509,0,0,0,0,0,1,0,20190525,20190720
25393513,0,0,0,0,0,1,0,20190525,20190720
25393617,0,0,0,0,0,1,0,20190525,20190720
25391475,0,0,0,0,0,0,1,20190526,20190721
25393650,1,1,1,1,1,0,0,20190701,20190726
25393171,1,1,1,1,1,0,0,20190729,20190830
25393199,1,1,1,1,1,0,0,20190729,20190830
25393505,0,0,0,0,0,1,0,20190525,20190720
25393501,0,0,0,0,0,1,0,20190525,20190720
25393178,1,1,1,1,1,0,0,20190729,20190830
25393660,1,1,1,1,1,0,0,20190701,20190726
25393670,1,1,1,1,1,0,0,20190701,20190726
25393185,1,1,1,1,1,0,0,20190729,20190830
25393192,1,1,1,1,1,0,0,20190729,20190830
25391295,0,0,0,0,0,0,1,20190526,20190721
25391301,0,0,0,0,0,0,1,20190526,20190721
25393497,0,0,0,0,0,1,0,20190525,20190720
25393517,0,0,0,0,0,1,0,20190525,20190720
25393621,0,0,0,0,0,1,0,20190525,20190720
25393980,1,1,1,1,1,0,0,20190701,20190726
25393395,1,1,1,1,1,0,0,20190729,20190830
25393425,0,0,0,0,0,0,0,20190522,20201231
25393640,1,1,1,1,1,0,0,20190701,20190726
25393680,1,1,1,1,1,0,0,20190701,20190726
25391307,0,0,0,0,0,0,1,20190526,20190721
25393561,0,0,0,0,0,1,0,20190525,20190720
25393920,1,1,1,1,1,0,0,20190701,20190726
25393206,1,1,1,1,1,0,0,20190729,20190830
25393304,1,1,1,1,1,0,0,20190729,20190830
25393426,0,0,0,0,0,0,0,20190522,20201231
25393423,0,0,0,0,0,0,0,20190522,20201231
25393459,0,0,0,0,0,0,0,20190522,20201231
25393416,1,1,1,1,1,0,0,20190729,20190830
25393529,0,0,0,0,0,1,0,20190525,20190720
25393537,0,0,0,0,0,1,0,20190525,20190720
25393690,1,1,1,1,1,0,0,20190701,20190726
25393262,1,1,1,1,1,0,0,20190729,20190830
25391313,0,0,0,0,0,0,1,20190526,20190721
25393427,0,0,0,0,0,0,0,20190522,20201231
25391445,0,0,0,0,0,0,1,20190526,20190721
25393443,0,0,0,0,0,0,0,20190522,20201231
25393445,0,0,0,0,0,0,0,20190522,20201231
25393521,0,0,0,0,0,1,0,20190525,20190720
25393577,0,0,0,0,0,1,0,20190525,20190720
25391409,0,0,0,0,0,0,1,20190526,20190721
25391421,0,0,0,0,0,0,1,20190526,20190721
25391433,0,0,0,0,0,0,1,20190526,20190721
25393353,1,1,1,1,1,0,0,20190729,20190830
25391319,0,0,0,0,0,0,1,20190526,20190721
25391379,0,0,0,0,0,0,1,20190526,20190721
25391397,0,0,0,0,0,0,1,20190526,20190721
25393213,1,1,1,1,1,0,0,20190729,20190830
25393428,0,0,0,0,0,0,0,20190522,20201231
25393525,0,0,0,0,0,1,0,20190525,20190720
25393541,0,0,0,0,0,1,0,20190525,20190720
25393565,0,0,0,0,0,1,0,20190525,20190720
25393700,1,1,1,1,1,0,0,20190701,20190726
25393770,1,1,1,1,1,0,0,20190701,20190726
25393800,1,1,1,1,1,0,0,20190701,20190726
25393860,1,1,1,1,1,0,0,20190701,20190726
25393297,1,1,1,1,1,0,0,20190729,20190830
25393581,0,0,0,0,0,1,0,20190525,20190720
25393220,1,1,1,1,1,0,0,20190729,20190830
25393429,0,0,0,0,0,0,0,20190522,20201231
25393451,0,0,0,0,0,0,0,20190522,20201231
25391439,0,0,0,0,0,0,1,20190526,20190721
25393710,1,1,1,1,1,0,0,20190701,20190726
25391367,0,0,0,0,0,0,1,20190526,20190721
25391337,0,0,0,0,0,0,1,20190526,20190721
25391355,0,0,0,0,0,0,1,20190526,20190721
25391325,0,0,0,0,0,0,1,20190526,20190721
25393850,1,1,1,1,1,0,0,20190701,20190726
25393890,1,1,1,1,1,0,0,20190701,20190726
25393790,1,1,1,1,1,0,0,20190701,20190726
25393830,1,1,1,1,1,0,0,20190701,20190726
25393227,1,1,1,1,1,0,0,20190729,20190830
25393318,1,1,1,1,1,0,0,20190729,20190830
25393430,0,0,0,0,0,0,0,20190522,20201231
25393569,0,0,0,0,0,1,0,20190525,20190720
25393720,1,1,1,1,1,0,0,20190701,20190726
25393241,1,1,1,1,1,0,0,20190729,20190830
25391331,0,0,0,0,0,0,1,20190526,20190721
25393435,0,0,0,0,0,0,0,20190522,20201231
25393325,1,1,1,1,1,0,0,20190729,20190830
25393311,1,1,1,1,1,0,0,20190729,20190830
25393234,1,1,1,1,1,0,0,20190729,20190830
25393431,0,0,0,0,0,0,0,20190522,20201231
25393533,0,0,0,0,0,1,0,20190525,20190720
25393730,1,1,1,1,1,0,0,20190701,20190726
25393269,1,1,1,1,1,0,0,20190729,20190830
25393432,0,0,0,0,0,0,0,20190522,20201231
25393545,0,0,0,0,0,1,0,20190525,20190720
25393557,0,0,0,0,0,1,0,20190525,20190720
25393750,1,1,1,1,1,0,0,20190701,20190726
25393276,1,1,1,1,1,0,0,20190729,20190830
25393248,1,1,1,1,1,0,0,20190729,20190830
25391343,0,0,0,0,0,0,1,20190526,20190721
25393740,1,1,1,1,1,0,0,20190701,20190726
25393760,1,1,1,1,1,0,0,20190701,20190726
25393780,1,1,1,1,1,0,0,20190701,20190726
25393820,1,1,1,1,1,0,0,20190701,20190726
25393255,1,1,1,1,1,0,0,20190729,20190830
25393433,0,0,0,0,0,0,0,20190522,20201231
25393810,1,1,1,1,1,0,0,20190701,20190726
25391349,0,0,0,0,0,0,1,20190526,20190721
25391361,0,0,0,0,0,0,1,20190526,20190721
25393434,0,0,0,0,0,0,0,20190522,20201231
25393549,0,0,0,0,0,1,0,20190525,20190720
25393910,1,1,1,1,1,0,0,20190701,20190726
25393436,0,0,0,0,0,0,0,20190522,20201231
25393553,0,0,0,0,0,1,0,20190525,20190720
25393283,1,1,1,1,1,0,0,20190729,20190830
25393446,0,0,0,0,0,0,0,20190522,20201231
25393437,0,0,0,0,0,0,0,20190522,20201231
25393290,1,1,1,1,1,0,0,20190729,20190830
25393438,0,0,0,0,0,0,0,20190522,20201231
25391373,0,0,0,0,0,0,1,20190526,20190721
25393439,0,0,0,0,0,0,0,20190522,20201231
25393448,0,0,0,0,0,0,0,20190522,20201231
25393613,0,0,0,0,0,1,0,20190525,20190720
25393990,1,1,1,1,1,0,0,20190701,20190726
25393449,0,0,0,0,0,0,0,20190522,20201231
25393440,0,0,0,0,0,0,0,20190522,20201231
25391385,0,0,0,0,0,0,1,20190526,20190721
25393441,0,0,0,0,0,0,0,20190522,20201231
25393381,1,1,1,1,1,0,0,20190729,20190830
25391391,0,0,0,0,0,0,1,20190526,20190721
25393367,1,1,1,1,1,0,0,20190729,20190830
25393339,1,1,1,1,1,0,0,20190729,20190830
25393442,0,0,0,0,0,0,0,20190522,20201231
25391403,0,0,0,0,0,0,1,20190526,20190721
25393840,1,1,1,1,1,0,0,20190701,20190726
25393573,0,0,0,0,0,1,0,20190525,20190720
25391415,0,0,0,0,0,0,1,20190526,20190721
25393940,1,1,1,1,1,0,0,20190701,20190726
25393332,1,1,1,1,1,0,0,20190729,20190830
25393444,0,0,0,0,0,0,0,20190522,20201231
25393870,1,1,1,1,1,0,0,20190701,20190726
25393880,1,1,1,1,1,0,0,20190701,20190726
25393447,0,0,0,0,0,0,0,20190522,20201231
25393453,0,0,0,0,0,0,0,20190522,20201231
25393605,0,0,0,0,0,1,0,20190525,20190720
25393593,0,0,0,0,0,1,0,20190525,20190720
25393585,0,0,0,0,0,1,0,20190525,20190720
25393900,1,1,1,1,1,0,0,20190701,20190726
25393589,0,0,0,0,0,1,0,20190525,20190720
25391427,0,0,0,0,0,0,1,20190526,20190721
25393360,1,1,1,1,1,0,0,20190729,20190830
25393930,1,1,1,1,1,0,0,20190701,20190726
25393346,1,1,1,1,1,0,0,20190729,20190830
25393450,0,0,0,0,0,0,0,20190522,20201231
25393597,0,0,0,0,0,1,0,20190525,20190720
25393601,0,0,0,0,0,1,0,20190525,20190720
25393452,0,0,0,0,0,0,0,20190522,20201231
25393609,0,0,0,0,0,1,0,20190525,20190720
25393950,1,1,1,1,1,0,0,20190701,20190726
25391451,0,0,0,0,0,0,1,20190526,20190721
25391469,0,0,0,0,0,0,1,20190526,20190721
25393970,1,1,1,1,1,0,0,20190701,20190726
25391457,0,0,0,0,0,0,1,20190526,20190721
25393374,1,1,1,1,1,0,0,20190729,20190830
25393454,0,0,0,0,0,0,0,20190522,20201231
25393960,1,1,1,1,1,0,0,20190701,20190726
25391463,0,0,0,0,0,0,1,20190526,20190721
25393164,1,1,1,1,1,0,0,20190729,20190830
25393409,1,1,1,1,1,0,0,20190729,20190830
25393455,0,0,0,0,0,0,0,20190522,20201231
25393388,1,1,1,1,1,0,0,20190729,20190830
25393456,0,0,0,0,0,0,0,20190522,20201231
25393457,0,0,0,0,0,0,0,20190522,20201231
25393460,0,0,0,0,0,0,0,20190522,20201231
25393458,0,0,0,0,0,0,0,20190522,20201231
25391481,0,0,0,0,0,0,1,20190526,20190721
25394000,1,1,1,1,1,0,0,20190701,20190726
25393630,1,1,1,1,1,0,0,20190701,20190726
25393402,1,1,1,1,1,0,0,20190729,20190830
25391487,0,0,0,0,0,0,1,20190526,20190721
25391289,0,0,0,0,0,0,1,20190526,20190721
25394010,1,1,1,1,1,0,0,20190701,20190726
25393625,0,0,0,0,0,1,0,20190525,20190720
25391493,0,0,0,0,0,0,1,20190526,20190721
25287124,1,1,1,1,1,0,0,20190729,20190830
25287131,1,1,1,1,1,0,0,20190729,20190830
25287159,1,1,1,1,1,0,0,20190729,20190830
25287138,1,1,1,1,1,0,0,20190729,20190830
25287145,1,1,1,1,1,0,0,20190729,20190830
25287152,1,1,1,1,1,0,0,20190729,20190830
25287166,1,1,1,1,1,0,0,20190729,20190830
25287173,1,1,1,1,1,0,0,20190729,20190830
25287180,1,1,1,1,1,0,0,20190729,20190830
25287208,1,1,1,1,1,0,0,20190729,20190830
25287187,1,1,1,1,1,0,0,20190729,20190830
25287194,1,1,1,1,1,0,0,20190729,20190830
25287201,1,1,1,1,1,0,0,20190729,20190830
25287215,1,1,1,1,1,0,0,20190729,20190830
25287243,1,1,1,1,1,0,0,20190729,20190830
25287222,1,1,1,1,1,0,0,20190729,20190830
25287229,1,1,1,1,1,0,0,20190729,20190830
25287236,1,1,1,1,1,0,0,20190729,20190830
25287250,1,1,1,1,1,0,0,20190729,20190830
25287257,1,1,1,1,1,0,0,20190729,20190830
25287264,1,1,1,1,1,0,0,20190729,20190830
25287292,1,1,1,1,1,0,0,20190729,20190830
25287271,1,1,1,1,1,0,0,20190729,20190830
25287278,1,1,1,1,1,0,0,20190729,20190830
25287285,1,1,1,1,1,0,0,20190729,20190830
25287299,1,1,1,1,1,0,0,20190729,20190830
25287327,1,1,1,1,1,0,0,20190729,20190830
25287306,1,1,1,1,1,0,0,20190729,20190830
25287313,1,1,1,1,1,0,0,20190729,20190830
25287320,1,1,1,1,1,0,0,20190729,20190830
25287334,1,1,1,1,1,0,0,20190729,20190830
25287341,1,1,1,1,1,0,0,20190729,20190830
25287348,1,1,1,1,1,0,0,20190729,20190830
25287355,1,1,1,1,1,0,0,20190729,20190830
25287363,1,1,1,1,1,0,0,20190701,20190726
25287373,1,1,1,1,1,0,0,20190701,20190726
25287413,1,1,1,1,1,0,0,20190701,20190726
25287383,1,1,1,1,1,0,0,20190701,20190726
25287393,1,1,1,1,1,0,0,20190701,20190726
25287403,1,1,1,1,1,0,0,20190701,20190726
25287423,1,1,1,1,1,0,0,20190701,20190726
25287433,1,1,1,1,1,0,0,20190701,20190726
25287443,1,1,1,1,1,0,0,20190701,20190726
25287483,1,1,1,1,1,0,0,20190701,20190726
25287453,1,1,1,1,1,0,0,20190701,20190726
25287463,1,1,1,1,1,0,0,20190701,20190726
25287473,1,1,1,1,1,0,0,20190701,20190726
25287493,1,1,1,1,1,0,0,20190701,20190726
25287533,1,1,1,1,1,0,0,20190701,20190726
25287503,1,1,1,1,1,0,0,20190701,20190726
25287513,1,1,1,1,1,0,0,20190701,20190726
25287523,1,1,1,1,1,0,0,20190701,20190726
25287543,1,1,1,1,1,0,0,20190701,20190726
25287553,1,1,1,1,1,0,0,20190701,20190726
25287563,1,1,1,1,1,0,0,20190701,20190726
25287603,1,1,1,1,1,0,0,20190701,20190726
25287573,1,1,1,1,1,0,0,20190701,20190726
25287583,1,1,1,1,1,0,0,20190701,20190726
25287593,1,1,1,1,1,0,0,20190701,20190726
25287613,1,1,1,1,1,0,0,20190701,20190726
25287653,1,1,1,1,1,0,0,20190701,20190726
25287623,1,1,1,1,1,0,0,20190701,20190726
25287633,1,1,1,1,1,0,0,20190701,20190726
25287643,1,1,1,1,1,0,0,20190701,20190726
25287663,1,1,1,1,1,0,0,20190701,20190726
25287673,1,1,1,1,1,0,0,20190701,20190726
25287683,1,1,1,1,1,0,0,20190701,20190726
25287693,1,1,1,1,1,0,0,20190701,20190726
25494659,0,0,0,0,0,0,0,20190522,20201231
25494661,0,0,0,0,0,0,0,20190522,20201231
25493766,0,0,0,0,0,1,0,20190525,20190720
25493866,0,0,0,0,0,1,0,20190525,20190720
25493874,0,0,0,0,0,1,0,20190525,20190720
25493986,0,0,0,0,0,0,1,20190526,20190721
25493998,0,0,0,0,0,0,1,20190526,20190721
25493182,1,1,1,1,1,0,0,20190701,20190726
25494608,0,0,0,0,0,1,0,20190727,20190831
25494610,0,0,0,0,0,1,0,20190727,20190831
25494612,0,0,0,0,0,1,0,20190727,20190831
25494614,0,0,0,0,0,1,0,20190727,20190831
25494616,0,0,0,0,0,0,1,20190728,20190811
25494621,0,0,0,0,0,0,1,20190728,20190811
25494626,0,0,0,0,0,0,1,20190728,20190811
25494631,0,0,0,0,0,0,1,20190728,20190811
25494587,1,1,1,1,1,0,0,20190729,20190830
25492902,1,1,1,1,1,0,0,20190701,20190726
25492912,1,1,1,1,1,0,0,20190701,20190726
25493012,1,1,1,1,1,0,0,20190701,20190726
25493032,1,1,1,1,1,0,0,20190701,20190726
25494454,1,1,1,1,1,0,0,20190729,20190830
25494468,1,1,1,1,1,0,0,20190729,20190830
25494489,1,1,1,1,1,0,0,20190729,20190830
25494637,0,0,0,0,0,0,0,20190522,20201231
25494640,0,0,0,0,0,0,0,20190522,20201231
25494649,0,0,0,0,0,0,0,20190522,20201231
25494653,0,0,0,0,0,0,0,20190522,20201231
25494655,0,0,0,0,0,0,0,20190522,20201231
25493782,0,0,0,0,0,1,0,20190525,20190720
25493790,0,0,0,0,0,1,0,20190525,20190720
25493858,0,0,0,0,0,1,0,20190525,20190720
25493838,0,0,0,0,0,1,0,20190525,20190720
25493846,0,0,0,0,0,1,0,20190525,20190720
25493810,0,0,0,0,0,1,0,20190525,20190720
25493826,0,0,0,0,0,1,0,20190525,20190720
25493896,0,0,0,0,0,0,1,20190526,20190721
25493142,1,1,1,1,1,0,0,20190701,20190726
25493162,1,1,1,1,1,0,0,20190701,20190726
25493172,1,1,1,1,1,0,0,20190701,20190726
25493022,1,1,1,1,1,0,0,20190701,20190726
25492962,1,1,1,1,1,0,0,20190701,20190726
25492982,1,1,1,1,1,0,0,20190701,20190726
25493052,1,1,1,1,1,0,0,20190701,20190726
25493002,1,1,1,1,1,0,0,20190701,20190726
25493092,1,1,1,1,1,0,0,20190701,20190726
25493122,1,1,1,1,1,0,0,20190701,20190726
25492922,1,1,1,1,1,0,0,20190701,20190726
25492942,1,1,1,1,1,0,0,20190701,20190726
25494503,1,1,1,1,1,0,0,20190729,20190830
25494517,1,1,1,1,1,0,0,20190729,20190830
25494531,1,1,1,1,1,0,0,20190729,20190830
25494482,1,1,1,1,1,0,0,20190729,20190830
25494573,1,1,1,1,1,0,0,20190729,20190830
25494580,1,1,1,1,1,0,0,20190729,20190830
25494545,1,1,1,1,1,0,0,20190729,20190830
25494657,0,0,0,0,0,0,0,20190522,20201231
25493884,0,0,0,0,0,0,1,20190526,20190721
25494461,1,1,1,1,1,0,0,20190729,20190830
25494658,0,0,0,0,0,0,0,20190522,20201231
25494660,0,0,0,0,0,0,0,20190522,20201231
25494656,0,0,0,0,0,0,0,20190522,20201231
25494654,0,0,0,0,0,0,0,20190522,20201231
25494639,0,0,0,0,0,0,0,20190522,20201231
25494642,0,0,0,0,0,0,0,20190522,20201231
25494651,0,0,0,0,0,0,0,20190522,20201231
25494644,0,0,0,0,0,0,0,20190522,20201231
25493774,0,0,0,0,0,1,0,20190525,20190720
25493850,0,0,0,0,0,1,0,20190525,20190720
25493862,0,0,0,0,0,1,0,20190525,20190720
25493870,0,0,0,0,0,1,0,20190525,20190720
25493980,0,0,0,0,0,0,1,20190526,20190721
25493890,0,0,0,0,0,0,1,20190526,20190721
25493878,0,0,0,0,0,0,1,20190526,20190721
25493902,0,0,0,0,0,0,1,20190526,20190721
25493914,0,0,0,0,0,0,1,20190526,20190721
25493926,0,0,0,0,0,0,1,20190526,20190721
25493938,0,0,0,0,0,0,1,20190526,20190721
25493956,0,0,0,0,0,0,1,20190526,20190721
25493968,0,0,0,0,0,0,1,20190526,20190721
25493152,1,1,1,1,1,0,0,20190701,20190726
25493192,1,1,1,1,1,0,0,20190701,20190726
25493202,1,1,1,1,1,0,0,20190701,20190726
25494645,0,0,0,0,0,0,0,20190522,20201231
25494652,0,0,0,0,0,0,0,20190522,20201231
25494641,0,0,0,0,0,0,0,20190522,20201231
25494638,0,0,0,0,0,0,0,20190522,20201231
25493794,0,0,0,0,0,1,0,20190525,20190720
25493854,0,0,0,0,0,1,0,20190525,20190720
25493818,0,0,0,0,0,1,0,20190525,20190720
25493112,1,1,1,1,1,0,0,20190701,20190726
25492952,1,1,1,1,1,0,0,20190701,20190726
25493062,1,1,1,1,1,0,0,20190701,20190726
25492992,1,1,1,1,1,0,0,20190701,20190726
25494647,0,0,0,0,0,0,0,20190522,20201231
25493834,0,0,0,0,0,1,0,20190525,20190720
25493814,0,0,0,0,0,1,0,20190525,20190720
25493798,0,0,0,0,0,1,0,20190525,20190720
25493786,0,0,0,0,0,1,0,20190525,20190720
25493962,0,0,0,0,0,0,1,20190526,20190721
25492972,1,1,1,1,1,0,0,20190701,20190726
25493042,1,1,1,1,1,0,0,20190701,20190726
25493082,1,1,1,1,1,0,0,20190701,20190726
25493132,1,1,1,1,1,0,0,20190701,20190726
25493102,1,1,1,1,1,0,0,20190701,20190726
25492932,1,1,1,1,1,0,0,20190701,20190726
25494475,1,1,1,1,1,0,0,20190729,20190830
25494538,1,1,1,1,1,0,0,20190729,20190830
25494524,1,1,1,1,1,0,0,20190729,20190830
25494510,1,1,1,1,1,0,0,20190729,20190830
25494496,1,1,1,1,1,0,0,20190729,20190830
25494559,1,1,1,1,1,0,0,20190729,20190830
25494648,0,0,0,0,0,0,0,20190522,20201231
25494643,0,0,0,0,0,0,0,20190522,20201231
25493778,0,0,0,0,0,1,0,20190525,20190720
25493802,0,0,0,0,0,1,0,20190525,20190720
25493822,0,0,0,0,0,1,0,20190525,20190720
25493830,0,0,0,0,0,1,0,20190525,20190720
25493842,0,0,0,0,0,1,0,20190525,20190720
25494646,0,0,0,0,0,0,0,20190522,20201231
25494650,0,0,0,0,0,0,0,20190522,20201231
25493770,0,0,0,0,0,1,0,20190525,20190720
25493950,0,0,0,0,0,0,1,20190526,20190721
25493932,0,0,0,0,0,0,1,20190526,20190721
25493920,0,0,0,0,0,0,1,20190526,20190721
25493908,0,0,0,0,0,0,1,20190526,20190721
25493072,1,1,1,1,1,0,0,20190701,20190726
25494636,0,0,0,0,0,0,0,20190522,20201231
25493806,0,0,0,0,0,1,0,20190525,20190720
25493992,0,0,0,0,0,0,1,20190526,20190721
25493944,0,0,0,0,0,0,1,20190526,20190721
25494552,1,1,1,1,1,0,0,20190729,20190830
25494594,1,1,1,1,1,0,0,20190729,20190830
25493974,0,0,0,0,0,0,1,20190526,20190721
25494601,1,1,1,1,1,0,0,20190729,20190830
25494566,1,1,1,1,1,0,0,20190729,20190830
25328555,1,1,1,1,1,0,0,20190701,20190726
25328575,1,1,1,1,1,0,0,20190701,20190726
25329703,0,0,0,0,0,1,0,20190727,20190831
25329705,0,0,0,0,0,1,0,20190727,20190831
25329707,0,0,0,0,0,1,0,20190727,20190831
25329709,0,0,0,0,0,1,0,20190727,20190831
25329711,0,0,0,0,0,0,1,20190728,20190811
25329716,0,0,0,0,0,0,1,20190728,20190811
25329721,0,0,0,0,0,0,1,20190728,20190811
25329726,0,0,0,0,0,0,1,20190728,20190811
25329682,1,1,1,1,1,0,0,20190729,20190830
25329696,1,1,1,1,1,0,0,20190729,20190830
25329740,0,0,0,0,0,0,0,20190522,20201231
25329751,0,0,0,0,0,0,0,20190522,20201231
25329031,0,0,0,0,0,1,0,20190525,20190720
25329039,0,0,0,0,0,1,0,20190525,20190720
25329047,0,0,0,0,0,1,0,20190525,20190720
25328975,0,0,0,0,0,1,0,20190525,20190720
25328991,0,0,0,0,0,1,0,20190525,20190720
25329003,0,0,0,0,0,1,0,20190525,20190720
25329023,0,0,0,0,0,1,0,20190525,20190720
25329015,0,0,0,0,0,1,0,20190525,20190720
25329055,0,0,0,0,0,0,1,20190526,20190721
25329067,0,0,0,0,0,0,1,20190526,20190721
25329085,0,0,0,0,0,0,1,20190526,20190721
25329097,0,0,0,0,0,0,1,20190526,20190721
25329109,0,0,0,0,0,0,1,20190526,20190721
25329121,0,0,0,0,0,0,1,20190526,20190721
25329145,0,0,0,0,0,0,1,20190526,20190721
25328565,1,1,1,1,1,0,0,20190701,20190726
25328415,1,1,1,1,1,0,0,20190701,20190726
25328425,1,1,1,1,1,0,0,20190701,20190726
25328445,1,1,1,1,1,0,0,20190701,20190726
25329668,1,1,1,1,1,0,0,20190729,20190830
25329752,0,0,0,0,0,0,0,20190522,20201231
25329748,0,0,0,0,0,0,0,20190522,20201231
25329754,0,0,0,0,0,0,0,20190522,20201231
25328971,0,0,0,0,0,1,0,20190525,20190720
25329133,0,0,0,0,0,0,1,20190526,20190721
25329157,0,0,0,0,0,0,1,20190526,20190721
25329163,0,0,0,0,0,0,1,20190526,20190721
25329521,1,1,1,1,1,0,0,20190729,20190830
25329528,1,1,1,1,1,0,0,20190729,20190830
25329535,1,1,1,1,1,0,0,20190729,20190830
25329563,1,1,1,1,1,0,0,20190729,20190830
25329675,1,1,1,1,1,0,0,20190729,20190830
25329661,1,1,1,1,1,0,0,20190729,20190830
25329689,1,1,1,1,1,0,0,20190729,20190830
25329549,1,1,1,1,1,0,0,20190729,20190830
25329598,1,1,1,1,1,0,0,20190729,20190830
25329619,1,1,1,1,1,0,0,20190729,20190830
25329732,0,0,0,0,0,0,0,20190522,20201231
25329735,0,0,0,0,0,0,0,20190522,20201231
25329745,0,0,0,0,0,0,0,20190522,20201231
25329011,0,0,0,0,0,1,0,20190525,20190720
25328995,0,0,0,0,0,1,0,20190525,20190720
25328979,0,0,0,0,0,1,0,20190525,20190720
25329073,0,0,0,0,0,0,1,20190526,20190721
25328455,1,1,1,1,1,0,0,20190701,20190726
25328435,1,1,1,1,1,0,0,20190701,20190726
25328475,1,1,1,1,1,0,0,20190701,20190726
25328495,1,1,1,1,1,0,0,20190701,20190726
25328515,1,1,1,1,1,0,0,20190701,20190726
25329570,1,1,1,1,1,0,0,20190729,20190830
25329591,1,1,1,1,1,0,0,20190729,20190830
25329556,1,1,1,1,1,0,0,20190729,20190830
25329542,1,1,1,1,1,0,0,20190729,20190830
25329731,0,0,0,0,0,0,0,20190522,20201231
25329736,0,0,0,0,0,0,0,20190522,20201231
25329733,0,0,0,0,0,0,0,20190522,20201231
25329061,0,0,0,0,0,0,1,20190526,20190721
25329734,0,0,0,0,0,0,0,20190522,20201231
25329737,0,0,0,0,0,0,0,20190522,20201231
25329742,0,0,0,0,0,0,0,20190522,20201231
25329744,0,0,0,0,0,0,0,20190522,20201231
25329753,0,0,0,0,0,0,0,20190522,20201231
25329747,0,0,0,0,0,0,0,20190522,20201231
25329750,0,0,0,0,0,0,0,20190522,20201231
25329035,0,0,0,0,0,1,0,20190525,20190720
25329051,0,0,0,0,0,1,0,20190525,20190720
25329043,0,0,0,0,0,1,0,20190525,20190720
25328983,0,0,0,0,0,1,0,20190525,20190720
25328987,0,0,0,0,0,1,0,20190525,20190720
25328999,0,0,0,0,0,1,0,20190525,20190720
25329019,0,0,0,0,0,1,0,20190525,20190720
25329027,0,0,0,0,0,1,0,20190525,20190720
25329079,0,0,0,0,0,0,1,20190526,20190721
25329103,0,0,0,0,0,0,1,20190526,20190721
25329091,0,0,0,0,0,0,1,20190526,20190721
25329139,0,0,0,0,0,0,1,20190526,20190721
25329151,0,0,0,0,0,0,1,20190526,20190721
25329127,0,0,0,0,0,0,1,20190526,20190721
25329115,0,0,0,0,0,0,1,20190526,20190721
25328545,1,1,1,1,1,0,0,20190701,20190726
25328485,1,1,1,1,1,0,0,20190701,20190726
25328465,1,1,1,1,1,0,0,20190701,20190726
25329577,1,1,1,1,1,0,0,20190729,20190830
25329584,1,1,1,1,1,0,0,20190729,20190830
25329741,0,0,0,0,0,0,0,20190522,20201231
25329739,0,0,0,0,0,0,0,20190522,20201231
25329746,0,0,0,0,0,0,0,20190522,20201231
25329749,0,0,0,0,0,0,0,20190522,20201231
25329007,0,0,0,0,0,1,0,20190525,20190720
25328535,1,1,1,1,1,0,0,20190701,20190726
25329605,1,1,1,1,1,0,0,20190729,20190830
25329640,1,1,1,1,1,0,0,20190729,20190830
25328525,1,1,1,1,1,0,0,20190701,20190726
25328505,1,1,1,1,1,0,0,20190701,20190726
25329612,1,1,1,1,1,0,0,20190729,20190830
25329738,0,0,0,0,0,0,0,20190522,20201231
25329743,0,0,0,0,0,0,0,20190522,20201231
25329626,1,1,1,1,1,0,0,20190729,20190830
25329633,1,1,1,1,1,0,0,20190729,20190830
25329647,1,1,1,1,1,0,0,20190729,20190830
25329654,1,1,1,1,1,0,0,20190729,20190830
25399715,0,0,0,0,0,0,0,20190522,20201231
25399716,0,0,0,0,0,0,0,20190522,20201231
25399717,0,0,0,0,0,0,0,20190522,20201231
25399718,0,0,0,0,0,0,0,20190522,20201231
25399719,0,0,0,0,0,0,0,20190522,20201231
25398937,0,0,0,0,0,1,0,20190525,20190720
25398941,0,0,0,0,0,1,0,20190525,20190720
25398945,0,0,0,0,0,1,0,20190525,20190720
25398949,0,0,0,0,0,1,0,20190525,20190720
25398953,0,0,0,0,0,1,0,20190525,20190720
25398957,0,0,0,0,0,0,1,20190526,20190721
